tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
6/25/2018,DKI5 (Kebon Jeruk),25,14,11,100,3,100,O3,SEDANG
6/26/2018,DKI5 (Kebon Jeruk),55,17,43,98,5,98,O3,SEDANG
6/27/2018,DKI5 (Kebon Jeruk),51,16,23,136,6,136,O3,TIDAK SEHAT
6/28/2018,DKI5 (Kebon Jeruk),63,19,20,146,5,146,O3,TIDAK SEHAT
6/29/2018,DKI5 (Kebon Jeruk),58,24,16,213,6,213,O3,SANGAT TIDAK SEHAT
7/1/2018,DKI5 (Kebon Jeruk),70,21,26,205,6,205,O3,SANGAT TIDAK SEHAT
7/2/2018,DKI5 (Kebon Jeruk),77,23,28,142,5,142,O3,TIDAK SEHAT
7/3/2018,DKI5 (Kebon Jeruk),66,20,23,160,5,160,O3,TIDAK SEHAT
7/4/2018,DKI5 (Kebon Jeruk),73,21,17,175,7,175,O3,TIDAK SEHAT
7/5/2018,DKI5 (Kebon Jeruk),59,19,16,123,5,123,O3,TIDAK SEHAT
7/6/2018,DKI5 (Kebon Jeruk),54,22,16,113,5,113,O3,TIDAK SEHAT
7/7/2018,DKI5 (Kebon Jeruk),72,24,32,104,9,104,O3,TIDAK SEHAT
7/8/2018,DKI5 (Kebon Jeruk),85,23,32,109,9,109,O3,TIDAK SEHAT
7/9/2018,DKI5 (Kebon Jeruk),65,19,17,116,5,116,O3,TIDAK SEHAT
7/10/2018,DKI5 (Kebon Jeruk),72,22,18,105,5,105,O3,TIDAK SEHAT
7/11/2018,DKI5 (Kebon Jeruk),68,25,17,116,5,116,O3,TIDAK SEHAT
7/12/2018,DKI5 (Kebon Jeruk),68,28,16,117,5,117,O3,TIDAK SEHAT
7/13/2018,DKI5 (Kebon Jeruk),66,23,16,97,5,97,O3,SEDANG
7/14/2018,DKI5 (Kebon Jeruk),71,23,19,117,5,117,O3,TIDAK SEHAT
7/15/2018,DKI5 (Kebon Jeruk),58,19,14,126,3,126,O3,TIDAK SEHAT
7/16/2018,DKI5 (Kebon Jeruk),53,23,14,222,4,222,O3,SANGAT TIDAK SEHAT
7/17/2018,DKI5 (Kebon Jeruk),64,26,20,205,6,205,O3,SANGAT TIDAK SEHAT
7/18/2018,DKI5 (Kebon Jeruk),77,22,25,208,5,208,O3,SANGAT TIDAK SEHAT
7/19/2018,DKI5 (Kebon Jeruk),74,22,19,188,6,188,O3,TIDAK SEHAT
7/20/2018,DKI5 (Kebon Jeruk),66,24,16,113,6,113,O3,TIDAK SEHAT
7/21/2018,DKI5 (Kebon Jeruk),60,24,14,151,4,151,O3,TIDAK SEHAT
7/22/2018,DKI5 (Kebon Jeruk),72,20,22,166,5,166,O3,TIDAK SEHAT
7/23/2018,DKI5 (Kebon Jeruk),56,22,18,191,6,191,O3,TIDAK SEHAT
7/24/2018,DKI5 (Kebon Jeruk),68,22,21,184,8,184,O3,TIDAK SEHAT
7/25/2018,DKI5 (Kebon Jeruk),73,24,23,153,7,153,O3,TIDAK SEHAT
7/26/2018,DKI5 (Kebon Jeruk),63,25,20,168,7,168,O3,TIDAK SEHAT
7/27/2018,DKI5 (Kebon Jeruk),67,23,19,197,6,197,O3,TIDAK SEHAT
7/28/2018,DKI5 (Kebon Jeruk),80,24,30,234,6,234,O3,SANGAT TIDAK SEHAT
7/29/2018,DKI5 (Kebon Jeruk),77,22,23,202,5,202,O3,SANGAT TIDAK SEHAT
7/30/2018,DKI5 (Kebon Jeruk),85,23,23,174,7,174,O3,TIDAK SEHAT
7/31/2018,DKI5 (Kebon Jeruk),79,22,22,156,8,156,O3,TIDAK SEHAT
8/1/2018,DKI5 (Kebon Jeruk),71,21,21,129,7,129,O3,TIDAK SEHAT
8/2/2018,DKI5 (Kebon Jeruk),59,19,17,207,4,207,O3,SANGAT TIDAK SEHAT
8/3/2018,DKI5 (Kebon Jeruk),57,20,13,185,4,185,O3,TIDAK SEHAT
8/4/2018,DKI5 (Kebon Jeruk),50,23,13,194,4,194,O3,TIDAK SEHAT
8/5/2018,DKI5 (Kebon Jeruk),57,30,13,167,4,167,O3,TIDAK SEHAT
8/6/2018,DKI5 (Kebon Jeruk),58,32,13,180,5,180,O3,TIDAK SEHAT
8/7/2018,DKI5 (Kebon Jeruk),75,35,21,162,8,162,O3,TIDAK SEHAT
8/8/2018,DKI5 (Kebon Jeruk),88,28,28,144,8,144,O3,TIDAK SEHAT
8/9/2018,DKI5 (Kebon Jeruk),75,37,22,186,8,186,O3,TIDAK SEHAT
8/10/2018,DKI5 (Kebon Jeruk),61,30,16,156,5,156,O3,TIDAK SEHAT
8/11/2018,DKI5 (Kebon Jeruk),59,25,16,116,4,116,O3,TIDAK SEHAT
8/12/2018,DKI5 (Kebon Jeruk),58,27,20,127,5,127,O3,TIDAK SEHAT
8/13/2018,DKI5 (Kebon Jeruk),60,23,14,134,5,134,O3,TIDAK SEHAT
8/14/2018,DKI5 (Kebon Jeruk),59,24,19,151,6,151,O3,TIDAK SEHAT
8/15/2018,DKI5 (Kebon Jeruk),58,24,15,185,4,185,O3,TIDAK SEHAT
8/16/2018,DKI5 (Kebon Jeruk),72,28,17,140,6,140,O3,TIDAK SEHAT
8/17/2018,DKI5 (Kebon Jeruk),54,27,12,154,4,154,O3,TIDAK SEHAT
8/18/2018,DKI5 (Kebon Jeruk),59,23,14,143,4,143,O3,TIDAK SEHAT
8/19/2018,DKI5 (Kebon Jeruk),64,24,20,149,5,149,O3,TIDAK SEHAT
8/20/2018,DKI5 (Kebon Jeruk),59,25,19,101,6,101,O3,TIDAK SEHAT
8/21/2018,DKI5 (Kebon Jeruk),58,27,16,113,4,113,O3,TIDAK SEHAT
8/22/2018,DKI5 (Kebon Jeruk),56,23,14,164,3,164,O3,TIDAK SEHAT
8/23/2018,DKI5 (Kebon Jeruk),60,24,14,161,4,161,O3,TIDAK SEHAT
8/24/2018,DKI5 (Kebon Jeruk),67,27,22,110,7,110,O3,TIDAK SEHAT
8/25/2018,DKI5 (Kebon Jeruk),57,29,13,202,4,202,O3,SANGAT TIDAK SEHAT
8/26/2018,DKI5 (Kebon Jeruk),59,25,16,131,7,131,O3,TIDAK SEHAT
8/27/2018,DKI5 (Kebon Jeruk),63,27,20,166,7,166,O3,TIDAK SEHAT
8/28/2018,DKI5 (Kebon Jeruk),59,25,15,182,6,182,O3,TIDAK SEHAT
8/29/2018,DKI5 (Kebon Jeruk),59,21,14,161,4,161,O3,TIDAK SEHAT
8/30/2018,DKI5 (Kebon Jeruk),63,27,15,150,6,150,O3,TIDAK SEHAT
8/31/2018,DKI5 (Kebon Jeruk),58,24,15,130,5,130,O3,TIDAK SEHAT
9/1/2018,DKI5 (Kebon Jeruk),61,25,18,145,5,145,O3,TIDAK SEHAT
9/2/2018,DKI5 (Kebon Jeruk),61,22,20,136,5,136,O3,TIDAK SEHAT
9/3/2018,DKI5 (Kebon Jeruk),44,20,19,175,6,175,O3,TIDAK SEHAT
9/4/2018,DKI5 (Kebon Jeruk),43,22,11,217,2,217,O3,SANGAT TIDAK SEHAT
9/5/2018,DKI5 (Kebon Jeruk),46,21,11,140,3,140,O3,TIDAK SEHAT
9/6/2018,DKI5 (Kebon Jeruk),68,25,21,148,7,148,O3,TIDAK SEHAT
9/7/2018,DKI5 (Kebon Jeruk),60,24,17,147,5,147,O3,TIDAK SEHAT
9/8/2018,DKI5 (Kebon Jeruk),49,23,14,175,4,175,O3,TIDAK SEHAT
9/9/2018,DKI5 (Kebon Jeruk),58,22,20,126,6,126,O3,TIDAK SEHAT
9/10/2018,DKI5 (Kebon Jeruk),61,25,20,132,6,132,O3,TIDAK SEHAT
9/11/2018,DKI5 (Kebon Jeruk),59,25,16,102,6,102,O3,TIDAK SEHAT
9/12/2018,DKI5 (Kebon Jeruk),55,23,14,126,4,126,O3,TIDAK SEHAT
9/13/2018,DKI5 (Kebon Jeruk),56,39,14,190,5,190,O3,TIDAK SEHAT
9/14/2018,DKI5 (Kebon Jeruk),58,44,13,209,5,209,O3,SANGAT TIDAK SEHAT
9/15/2018,DKI5 (Kebon Jeruk),61,26,12,195,3,195,O3,TIDAK SEHAT
9/16/2018,DKI5 (Kebon Jeruk),55,26,12,102,3,102,O3,TIDAK SEHAT
9/17/2018,DKI5 (Kebon Jeruk),56,25,16,83,5,83,O3,SEDANG
9/18/2018,DKI5 (Kebon Jeruk),54,25,15,141,5,141,O3,TIDAK SEHAT
9/19/2018,DKI5 (Kebon Jeruk),48,25,13,85,4,85,O3,SEDANG
9/20/2018,DKI5 (Kebon Jeruk),63,31,15,77,6,77,O3,SEDANG
9/21/2018,DKI5 (Kebon Jeruk),65,24,25,75,6,75,O3,SEDANG
9/22/2018,DKI5 (Kebon Jeruk),44,29,14,157,6,157,O3,TIDAK SEHAT
9/23/2018,DKI5 (Kebon Jeruk),71,28,29,130,6,130,O3,TIDAK SEHAT
9/24/2018,DKI5 (Kebon Jeruk),60,27,18,152,5,152,O3,TIDAK SEHAT
9/25/2018,DKI5 (Kebon Jeruk),68,29,24,197,7,197,O3,TIDAK SEHAT
9/26/2018,DKI5 (Kebon Jeruk),65,50,18,202,6,202,O3,SANGAT TIDAK SEHAT
9/27/2018,DKI5 (Kebon Jeruk),59,37,17,146,5,146,O3,TIDAK SEHAT
9/28/2018,DKI5 (Kebon Jeruk),56,24,16,194,5,194,O3,TIDAK SEHAT
9/29/2018,DKI5 (Kebon Jeruk),54,30,15,165,4,165,O3,TIDAK SEHAT
9/30/2018,DKI5 (Kebon Jeruk),58,26,16,145,3,145,O3,TIDAK SEHAT
10/1/2018,DKI5 (Kebon Jeruk),55,26,17,124,4,124,O3,TIDAK SEHAT
10/2/2018,DKI5 (Kebon Jeruk),58,41,17,88,6,88,O3,SEDANG
10/3/2018,DKI5 (Kebon Jeruk),53,30,14,144,6,144,O3,TIDAK SEHAT
10/4/2018,DKI5 (Kebon Jeruk),63,26,21,109,6,109,O3,TIDAK SEHAT
10/5/2018,DKI5 (Kebon Jeruk),51,29,11,146,5,146,O3,TIDAK SEHAT
10/6/2018,DKI5 (Kebon Jeruk),56,29,15,123,4,123,O3,TIDAK SEHAT
10/7/2018,DKI5 (Kebon Jeruk),58,29,16,128,4,128,O3,TIDAK SEHAT
10/8/2018,DKI5 (Kebon Jeruk),60,28,17,185,,185,O3,TIDAK SEHAT
10/9/2018,DKI5 (Kebon Jeruk),60,28,19,173,5,173,O3,TIDAK SEHAT
10/10/2018,DKI5 (Kebon Jeruk),61,29,17,190,7,190,O3,TIDAK SEHAT
10/11/2018,DKI5 (Kebon Jeruk),58,31,15,149,8,149,O3,TIDAK SEHAT
10/12/2018,DKI5 (Kebon Jeruk),60,35,16,118,10,118,O3,TIDAK SEHAT
10/13/2018,DKI5 (Kebon Jeruk),56,32,14,148,7,148,O3,TIDAK SEHAT
10/14/2018,DKI5 (Kebon Jeruk),59,29,16,138,9,138,O3,TIDAK SEHAT
10/15/2018,DKI5 (Kebon Jeruk),58,28,16,119,8,119,O3,TIDAK SEHAT
10/16/2018,DKI5 (Kebon Jeruk),58,29,16,210,7,210,O3,SANGAT TIDAK SEHAT
10/17/2018,DKI5 (Kebon Jeruk),58,34,15,217,7,217,O3,SANGAT TIDAK SEHAT
10/18/2018,DKI5 (Kebon Jeruk),56,34,13,207,5,207,O3,SANGAT TIDAK SEHAT
10/19/2018,DKI5 (Kebon Jeruk),61,27,23,146,12,146,O3,TIDAK SEHAT
10/20/2018,DKI5 (Kebon Jeruk),57,31,15,212,6,212,O3,SANGAT TIDAK SEHAT
10/21/2018,DKI5 (Kebon Jeruk),59,27,18,139,8,139,O3,TIDAK SEHAT
10/22/2018,DKI5 (Kebon Jeruk),54,28,15,150,7,150,O3,TIDAK SEHAT
10/23/2018,DKI5 (Kebon Jeruk),33,24,11,139,6,139,O3,TIDAK SEHAT
10/24/2018,DKI5 (Kebon Jeruk),55,35,30,114,12,114,O3,TIDAK SEHAT
10/25/2018,DKI5 (Kebon Jeruk),53,30,16,97,7,97,O3,SEDANG
10/26/2018,DKI5 (Kebon Jeruk),62,29,20,96,7,96,O3,SEDANG
10/27/2018,DKI5 (Kebon Jeruk),57,26,23,67,11,67,O3,SEDANG
10/28/2018,DKI5 (Kebon Jeruk),39,21,14,61,,61,O3,SEDANG
10/29/2018,DKI5 (Kebon Jeruk),27,25,14,66,,66,O3,SEDANG
10/30/2018,DKI5 (Kebon Jeruk),52,31,14,57,7,57,O3,SEDANG
10/31/2018,DKI5 (Kebon Jeruk),51,27,14,79,6,79,O3,SEDANG
11/1/2018,DKI5 (Kebon Jeruk),63,27,21,80,7,80,O3,SEDANG
11/2/2018,DKI5 (Kebon Jeruk),45,26,13,63,,63,O3,SEDANG
11/3/2018,DKI5 (Kebon Jeruk),56,29,21,130,7,130,O3,TIDAK SEHAT
11/4/2018,DKI5 (Kebon Jeruk),56,26,21,110,8,110,O3,TIDAK SEHAT
11/5/2018,DKI5 (Kebon Jeruk),54,24,17,81,,81,O3,SEDANG
11/6/2018,DKI5 (Kebon Jeruk),53,28,13,97,4,97,O3,SEDANG
11/7/2018,DKI5 (Kebon Jeruk),54,28,18,96,7,96,O3,SEDANG
11/8/2018,DKI5 (Kebon Jeruk),52,32,17,79,12,79,O3,SEDANG
11/9/2018,DKI5 (Kebon Jeruk),51,14,19,90,6,90,O3,SEDANG
11/10/2018,DKI5 (Kebon Jeruk),60,14,36,119,7,119,O3,TIDAK SEHAT
11/11/2018,DKI5 (Kebon Jeruk),60,15,31,83,8,83,O3,SEDANG
11/12/2018,DKI5 (Kebon Jeruk),54,14,21,78,6,78,O3,SEDANG
11/13/2018,DKI5 (Kebon Jeruk),56,15,17,73,7,73,O3,SEDANG
11/14/2018,DKI5 (Kebon Jeruk),42,14,25,,17,42,PM10,BAIK
11/15/2018,DKI5 (Kebon Jeruk),30,13,9,,6,30,PM10,BAIK
11/16/2018,DKI5 (Kebon Jeruk),41,18,20,,11,41,PM10,BAIK
11/17/2018,DKI5 (Kebon Jeruk),35,16,12,105,10,105,O3,TIDAK SEHAT
11/18/2018,DKI5 (Kebon Jeruk),54,16,14,66,12,66,O3,SEDANG
11/19/2018,DKI5 (Kebon Jeruk),55,16,19,61,17,61,O3,SEDANG
11/20/2018,DKI5 (Kebon Jeruk),44,14,16,91,14,91,O3,SEDANG
11/21/2018,DKI5 (Kebon Jeruk),62,16,20,106,16,106,O3,TIDAK SEHAT
11/22/2018,DKI5 (Kebon Jeruk),60,17,18,54,17,60,PM10,SEDANG
11/23/2018,DKI5 (Kebon Jeruk),48,17,26,108,22,108,O3,TIDAK SEHAT
11/24/2018,DKI5 (Kebon Jeruk),60,15,37,105,22,105,O3,TIDAK SEHAT
11/25/2018,DKI5 (Kebon Jeruk),54,14,18,74,14,74,O3,SEDANG
11/26/2018,DKI5 (Kebon Jeruk),60,17,20,50,17,60,PM10,SEDANG
11/27/2018,DKI5 (Kebon Jeruk),48,14,23,81,17,81,O3,SEDANG
11/28/2018,DKI5 (Kebon Jeruk),40,15,16,86,16,86,O3,SEDANG
11/29/2018,DKI5 (Kebon Jeruk),60,14,33,64,26,64,O3,SEDANG
11/30/2018,DKI5 (Kebon Jeruk),44,14,16,120,15,120,O3,TIDAK SEHAT
12/1/2018,DKI5 (Kebon Jeruk),45,15,12,62,13,62,O3,SEDANG
12/2/2018,DKI5 (Kebon Jeruk),49,16,18,79,20,79,O3,SEDANG
12/3/2018,DKI5 (Kebon Jeruk),53,15,17,77,16,77,O3,SEDANG
12/4/2018,DKI5 (Kebon Jeruk),51,14,30,56,20,56,O3,SEDANG
12/5/2018,DKI5 (Kebon Jeruk),55,15,26,81,22,81,O3,SEDANG
12/6/2018,DKI5 (Kebon Jeruk),51,14,26,75,17,75,O3,SEDANG
12/7/2018,DKI5 (Kebon Jeruk),50,17,25,87,13,87,O3,SEDANG
12/8/2018,DKI5 (Kebon Jeruk),60,15,20,78,15,78,O3,SEDANG
12/9/2018,DKI5 (Kebon Jeruk),54,16,13,74,13,74,O3,SEDANG
12/10/2018,DKI5 (Kebon Jeruk),60,13,28,78,16,78,O3,SEDANG
12/11/2018,DKI5 (Kebon Jeruk),72,14,39,91,23,91,O3,SEDANG
12/12/2018,DKI5 (Kebon Jeruk),51,13,31,68,22,68,O3,SEDANG
12/13/2018,DKI5 (Kebon Jeruk),39,14,15,63,15,63,O3,SEDANG
12/14/2018,DKI5 (Kebon Jeruk),34,17,11,48,18,48,O3,BAIK
12/15/2018,DKI5 (Kebon Jeruk),16,14,6,30,6,30,O3,BAIK
12/16/2018,DKI5 (Kebon Jeruk),35,13,10,29,6,35,PM10,BAIK
12/17/2018,DKI5 (Kebon Jeruk),35,14,11,65,8,65,O3,SEDANG
12/18/2018,DKI5 (Kebon Jeruk),38,16,9,64,8,64,O3,SEDANG
12/19/2018,DKI5 (Kebon Jeruk),52,17,24,71,19,71,O3,SEDANG
12/20/2018,DKI5 (Kebon Jeruk),35,15,13,44,18,44,O3,BAIK
12/21/2018,DKI5 (Kebon Jeruk),27,16,9,43,6,43,O3,BAIK
12/22/2018,DKI5 (Kebon Jeruk),43,32,10,51,11,51,O3,SEDANG
12/23/2018,DKI5 (Kebon Jeruk),40,20,11,44,8,44,O3,BAIK
12/24/2018,DKI5 (Kebon Jeruk),13,14,7,19,2,19,O3,BAIK
12/25/2018,DKI5 (Kebon Jeruk),24,15,7,22,4,24,PM10,BAIK
12/26/2018,DKI5 (Kebon Jeruk),11,16,6,22,5,22,O3,BAIK
12/27/2018,DKI5 (Kebon Jeruk),6,2,8,48,,48,O3,BAIK
12/28/2018,DKI5 (Kebon Jeruk),,1,7,40,,40,O3,BAIK
12/29/2018,DKI5 (Kebon Jeruk),,,6,49,,49,O3,BAIK
12/30/2018,DKI5 (Kebon Jeruk),,,6,51,,51,O3,SEDANG
12/31/2018,DKI5 (Kebon Jeruk),,11,6,34,2,34,O3,BAIK
1/1/2019,DKI5 (Kebon Jeruk),10,10,7,44,4,44,O3,BAIK
1/2/2019,DKI5 (Kebon Jeruk),7,11,6,44,3,44,O3,BAIK
1/3/2019,DKI5 (Kebon Jeruk),9,10,6,35,2,35,O3,BAIK
1/4/2019,DKI5 (Kebon Jeruk),39,12,10,26,5,39,PM10,BAIK
1/5/2019,DKI5 (Kebon Jeruk),33,12,9,45,5,45,O3,BAIK
1/6/2019,DKI5 (Kebon Jeruk),59,14,25,63,10,63,O3,SEDANG
1/7/2019,DKI5 (Kebon Jeruk),33,15,13,95,12,95,O3,SEDANG
1/8/2019,DKI5 (Kebon Jeruk),24,13,10,76,12,76,O3,SEDANG
1/9/2019,DKI5 (Kebon Jeruk),44,13,20,64,21,64,O3,SEDANG
1/10/2019,DKI5 (Kebon Jeruk),12,11,18,49,16,49,O3,BAIK
1/11/2019,DKI5 (Kebon Jeruk),63,13,22,39,11,63,PM10,SEDANG
1/12/2019,DKI5 (Kebon Jeruk),45,21,19,47,16,47,O3,BAIK
1/13/2019,DKI5 (Kebon Jeruk),53,12,19,70,11,70,O3,SEDANG
1/14/2019,DKI5 (Kebon Jeruk),41,13,20,49,15,49,O3,BAIK
1/15/2019,DKI5 (Kebon Jeruk),46,25,13,59,13,59,O3,SEDANG
1/16/2019,DKI5 (Kebon Jeruk),25,14,8,43,6,43,O3,BAIK
1/17/2019,DKI5 (Kebon Jeruk),46,15,12,49,10,49,O3,BAIK
1/18/2019,DKI5 (Kebon Jeruk),16,11,7,31,1,31,O3,BAIK
1/19/2019,DKI5 (Kebon Jeruk),22,9,16,45,8,45,O3,BAIK
1/20/2019,DKI5 (Kebon Jeruk),69,9,39,63,10,69,PM10,SEDANG
1/21/2019,DKI5 (Kebon Jeruk),56,9,22,59,7,59,O3,SEDANG
1/22/2019,DKI5 (Kebon Jeruk),16,9,18,41,8,41,O3,BAIK
1/23/2019,DKI5 (Kebon Jeruk),52,9,28,36,11,52,PM10,SEDANG
1/24/2019,DKI5 (Kebon Jeruk),48,9,17,37,8,48,PM10,BAIK
1/25/2019,DKI5 (Kebon Jeruk),21,9,,52,8,52,O3,SEDANG
1/26/2019,DKI5 (Kebon Jeruk),53,9,31,53,15,53,PM10,SEDANG
1/27/2019,DKI5 (Kebon Jeruk),35,9,,43,9,43,O3,BAIK
1/28/2019,DKI5 (Kebon Jeruk),49,9,34,44,9,49,PM10,BAIK
1/29/2019,DKI5 (Kebon Jeruk),32,9,17,37,8,37,O3,BAIK
1/30/2019,DKI5 (Kebon Jeruk),20,5,22,44,9,44,O3,BAIK
1/31/2019,DKI5 (Kebon Jeruk),44,16,12,49,8,49,O3,BAIK
2/1/2019,DKI5 (Kebon Jeruk),54,12,41,43,9,54,PM10,SEDANG
2/2/2019,DKI5 (Kebon Jeruk),56,18,47,58,11,58,O3,SEDANG
2/3/2019,DKI5 (Kebon Jeruk),35,20,15,56,8,56,O3,SEDANG
2/4/2019,DKI5 (Kebon Jeruk),48,14,20,53,5,53,O3,SEDANG
2/5/2019,DKI5 (Kebon Jeruk),49,13,26,47,6,49,PM10,BAIK
2/6/2019,DKI5 (Kebon Jeruk),52,18,14,43,8,52,PM10,SEDANG
2/7/2019,DKI5 (Kebon Jeruk),48,16,16,43,9,48,PM10,BAIK
2/8/2019,DKI5 (Kebon Jeruk),35,15,13,65,10,65,O3,SEDANG
2/9/2019,DKI5 (Kebon Jeruk),53,16,19,62,6,62,O3,SEDANG
2/10/2019,DKI5 (Kebon Jeruk),59,19,28,56,8,59,PM10,SEDANG
2/11/2019,DKI5 (Kebon Jeruk),37,14,9,52,4,52,O3,SEDANG
2/12/2019,DKI5 (Kebon Jeruk),55,13,34,48,9,55,PM10,SEDANG
2/13/2019,DKI5 (Kebon Jeruk),55,13,23,45,13,55,PM10,SEDANG
2/14/2019,DKI5 (Kebon Jeruk),63,15,39,56,12,63,PM10,SEDANG
2/15/2019,DKI5 (Kebon Jeruk),45,12,15,34,7,45,PM10,BAIK
2/16/2019,DKI5 (Kebon Jeruk),25,12,10,56,6,56,O3,SEDANG
2/17/2019,DKI5 (Kebon Jeruk),27,14,9,59,7,59,O3,SEDANG
2/18/2019,DKI5 (Kebon Jeruk),51,20,17,65,8,65,O3,SEDANG
2/19/2019,DKI5 (Kebon Jeruk),68,16,25,123,14,123,O3,TIDAK SEHAT
2/20/2019,DKI5 (Kebon Jeruk),69,14,25,57,14,69,PM10,SEDANG
2/21/2019,DKI5 (Kebon Jeruk),57,12,25,64,15,64,O3,SEDANG
2/22/2019,DKI5 (Kebon Jeruk),41,14,21,69,15,69,O3,SEDANG
2/23/2019,DKI5 (Kebon Jeruk),40,12,16,102,12,102,O3,TIDAK SEHAT
2/24/2019,DKI5 (Kebon Jeruk),54,12,27,80,14,80,O3,SEDANG
2/25/2019,DKI5 (Kebon Jeruk),49,12,20,93,11,93,O3,SEDANG
2/26/2019,DKI5 (Kebon Jeruk),45,16,25,67,13,67,O3,SEDANG
2/27/2019,DKI5 (Kebon Jeruk),51,14,19,66,16,66,O3,SEDANG
2/28/2019,DKI5 (Kebon Jeruk),40,10,12,98,7,98,O3,SEDANG
3/1/2019,DKI5 (Kebon Jeruk),58,11,22,53,11,58,PM10,SEDANG
3/2/2019,DKI5 (Kebon Jeruk),38,14,19,51,8,51,O3,SEDANG
3/3/2019,DKI5 (Kebon Jeruk),32,12,12,82,8,82,O3,SEDANG
3/4/2019,DKI5 (Kebon Jeruk),47,16,19,91,12,91,O3,SEDANG
3/5/2019,DKI5 (Kebon Jeruk),27,10,18,83,16,83,O3,SEDANG
3/6/2019,DKI5 (Kebon Jeruk),37,12,17,55,17,55,O3,SEDANG
3/7/2019,DKI5 (Kebon Jeruk),54,13,32,112,13,112,O3,TIDAK SEHAT
3/8/2019,DKI5 (Kebon Jeruk),68,12,33,99,15,99,O3,SEDANG
3/9/2019,DKI5 (Kebon Jeruk),58,12,25,215,15,215,O3,SANGAT TIDAK SEHAT
3/10/2019,DKI5 (Kebon Jeruk),55,14,17,131,9,131,O3,TIDAK SEHAT
3/11/2019,DKI5 (Kebon Jeruk),45,13,13,55,9,55,O3,SEDANG
3/12/2019,DKI5 (Kebon Jeruk),32,14,11,48,6,48,O3,BAIK
3/13/2019,DKI5 (Kebon Jeruk),32,11,16,122,11,122,O3,TIDAK SEHAT
3/14/2019,DKI5 (Kebon Jeruk),53,14,29,162,15,162,O3,TIDAK SEHAT
3/15/2019,DKI5 (Kebon Jeruk),71,23,29,132,11,132,O3,TIDAK SEHAT
3/16/2019,DKI5 (Kebon Jeruk),57,13,43,128,11,128,O3,TIDAK SEHAT
3/17/2019,DKI5 (Kebon Jeruk),38,17,10,82,6,82,O3,SEDANG
3/18/2019,DKI5 (Kebon Jeruk),38,17,12,48,7,48,O3,BAIK
3/19/2019,DKI5 (Kebon Jeruk),26,15,7,33,4,33,O3,BAIK
3/20/2019,DKI5 (Kebon Jeruk),26,16,7,65,3,65,O3,SEDANG
3/21/2019,DKI5 (Kebon Jeruk),40,13,10,74,4,74,O3,SEDANG
3/22/2019,DKI5 (Kebon Jeruk),42,19,17,58,5,58,O3,SEDANG
3/23/2019,DKI5 (Kebon Jeruk),31,18,6,75,3,75,O3,SEDANG
3/24/2019,DKI5 (Kebon Jeruk),17,14,5,55,2,55,O3,SEDANG
3/25/2019,DKI5 (Kebon Jeruk),26,12,6,42,3,42,O3,BAIK
3/26/2019,DKI5 (Kebon Jeruk),61,18,19,89,8,89,O3,SEDANG
3/27/2019,DKI5 (Kebon Jeruk),39,13,16,192,15,192,O3,TIDAK SEHAT
3/28/2019,DKI5 (Kebon Jeruk),51,15,24,130,17,130,O3,TIDAK SEHAT
3/29/2019,DKI5 (Kebon Jeruk),57,19,15,182,10,182,O3,TIDAK SEHAT
3/30/2019,DKI5 (Kebon Jeruk),51,18,19,190,13,190,O3,TIDAK SEHAT
3/31/2019,DKI5 (Kebon Jeruk),57,16,18,194,8,194,O3,TIDAK SEHAT
4/1/2019,DKI5 (Kebon Jeruk),61,14,26,167,15,167,O3,TIDAK SEHAT
4/2/2019,DKI5 (Kebon Jeruk),57,13,35,101,13,101,O3,TIDAK SEHAT
4/3/2019,DKI5 (Kebon Jeruk),62,15,42,146,14,146,O3,TIDAK SEHAT
4/4/2019,DKI5 (Kebon Jeruk),59,14,16,172,10,172,O3,TIDAK SEHAT
4/5/2019,DKI5 (Kebon Jeruk),51,14,18,83,11,83,O3,SEDANG
4/6/2019,DKI5 (Kebon Jeruk),74,11,38,195,9,195,O3,TIDAK SEHAT
4/7/2019,DKI5 (Kebon Jeruk),66,15,35,243,10,243,O3,SANGAT TIDAK SEHAT
4/8/2019,DKI5 (Kebon Jeruk),53,13,18,235,10,235,O3,SANGAT TIDAK SEHAT
4/9/2019,DKI5 (Kebon Jeruk),53,14,16,113,9,113,O3,TIDAK SEHAT
4/10/2019,DKI5 (Kebon Jeruk),65,15,19,162,7,162,O3,TIDAK SEHAT
4/11/2019,DKI5 (Kebon Jeruk),59,23,13,101,9,101,O3,TIDAK SEHAT
4/12/2019,DKI5 (Kebon Jeruk),46,13,17,57,6,57,O3,SEDANG
4/13/2019,DKI5 (Kebon Jeruk),46,14,16,62,8,62,O3,SEDANG
4/14/2019,DKI5 (Kebon Jeruk),37,14,18,85,12,85,O3,SEDANG
4/15/2019,DKI5 (Kebon Jeruk),55,14,24,92,11,92,O3,SEDANG
4/16/2019,DKI5 (Kebon Jeruk),56,16,26,119,11,119,O3,TIDAK SEHAT
4/17/2019,DKI5 (Kebon Jeruk),59,14,39,76,14,76,O3,SEDANG
4/18/2019,DKI5 (Kebon Jeruk),61,13,26,92,8,92,O3,SEDANG
4/19/2019,DKI5 (Kebon Jeruk),41,13,19,42,8,42,O3,BAIK
4/20/2019,DKI5 (Kebon Jeruk),24,13,15,85,7,85,O3,SEDANG
